sample_id,subject_id,gesture_id,video_path,viewpoint,performer_handedness,background_id,num_frames,fps
U16_G10_V02,U16,G10,videos/User_16/Gesture_10/U16_G10_V02.mp4,ego,right,B04,158,59.5
U16_G10_V03,U16,G10,videos/User_16/Gesture_10/U16_G10_V03.mp4,ego,right,B04,141,58.75
U16_G10_V04,U16,G10,videos/User_16/Gesture_10/U16_G10_V04.mp4,ego,right,B04,154,58.73
U16_G10_V05,U16,G10,videos/User_16/Gesture_10/U16_G10_V05.mp4,ego,right,B04,162,58.55
U16_G10_V06,U16,G10,videos/User_16/Gesture_10/U16_G10_V06.mp4,ego,right,B04,195,60
U16_G10_V07,U16,G10,videos/User_16/Gesture_10/U16_G10_V07.mp4,ego,right,B04,172,59.65
U16_G10_V08,U16,G10,videos/User_16/Gesture_10/U16_G10_V08.mp4,ego,right,B01,152,59.22
U16_G10_V09,U16,G10,videos/User_16/Gesture_10/U16_G10_V09.mp4,ego,right,B01,169,58.61
U16_G10_V10,U16,G10,videos/User_16/Gesture_10/U16_G10_V10.mp4,ego,right,B01,165,58.92
U16_G10_V11,U16,G10,videos/User_16/Gesture_10/U16_G10_V11.mp4,ego,right,B01,153,58.47
U16_G10_V12,U16,G10,videos/User_16/Gesture_10/U16_G10_V12.mp4,ego,right,B01,142,56.98
U16_G10_V13,U16,G10,videos/User_16/Gesture_10/U16_G10_V13.mp4,ego,right,B01,142,58.19
U16_G11_V01,U16,G11,videos/User_16/Gesture_11/U16_G11_V01.mp4,ego,right,B04,165,60
U16_G11_V02,U16,G11,videos/User_16/Gesture_11/U16_G11_V02.mp4,ego,right,B04,151,59.56
U16_G11_V03,U16,G11,videos/User_16/Gesture_11/U16_G11_V03.mp4,ego,right,B04,172,59.47
U16_G11_V04,U16,G11,videos/User_16/Gesture_11/U16_G11_V04.mp4,ego,right,B04,165,59.78
U16_G11_V05,U16,G11,videos/User_16/Gesture_11/U16_G11_V05.mp4,ego,right,B04,162,60
U16_G11_V06,U16,G11,videos/User_16/Gesture_11/U16_G11_V06.mp4,ego,right,B04,174,59.18
U16_G11_V07,U16,G11,videos/User_16/Gesture_11/U16_G11_V07.mp4,ego,right,B01,148,59.2
U16_G11_V08,U16,G11,videos/User_16/Gesture_11/U16_G11_V08.mp4,ego,right,B01,152,58.24
U16_G11_V09,U16,G11,videos/User_16/Gesture_11/U16_G11_V09.mp4,ego,right,B01,155,58.75
U16_G11_V10,U16,G11,videos/User_16/Gesture_11/U16_G11_V10.mp4,ego,right,B01,153,59.22
U16_G11_V11,U16,G11,videos/User_16/Gesture_11/U16_G11_V11.mp4,ego,right,B01,157,58.5
U16_G11_V12,U16,G11,videos/User_16/Gesture_11/U16_G11_V12.mp4,ego,right,B01,155,58.03
U16_G12_V01,U16,G12,videos/User_16/Gesture_12/U16_G12_V01.mp4,ego,right,B04,189,59.65
U16_G12_V02,U16,G12,videos/User_16/Gesture_12/U16_G12_V02.mp4,ego,right,B04,140,59.77
U16_G12_V03,U16,G12,videos/User_16/Gesture_12/U16_G12_V03.mp4,ego,right,B04,156,59.24
U16_G12_V04,U16,G12,videos/User_16/Gesture_12/U16_G12_V04.mp4,ego,right,B04,141,59.57
U16_G12_V05,U16,G12,videos/User_16/Gesture_12/U16_G12_V05.mp4,ego,right,B04,158,60
U16_G12_V06,U16,G12,videos/User_16/Gesture_12/U16_G12_V06.mp4,ego,right,B04,163,58.9
U16_G12_V07,U16,G12,videos/User_16/Gesture_12/U16_G12_V07.mp4,ego,right,B01,153,59.22
U16_G12_V08,U16,G12,videos/User_16/Gesture_12/U16_G12_V08.mp4,ego,right,B01,145,59.45
U16_G12_V09,U16,G12,videos/User_16/Gesture_12/U16_G12_V09.mp4,ego,right,B01,152,59.22
U16_G12_V10,U16,G12,videos/User_16/Gesture_12/U16_G12_V10.mp4,ego,right,B01,158,58.68
U16_G12_V11,U16,G12,videos/User_16/Gesture_12/U16_G12_V11.mp4,ego,right,B01,151,58.07
U16_G12_V12,U16,G12,videos/User_16/Gesture_12/U16_G12_V12.mp4,ego,right,B01,156,57.72
U16_G13_V01,U16,G13,videos/User_16/Gesture_13/U16_G13_V01.mp4,ego,right,B04,144,60
U16_G13_V02,U16,G13,videos/User_16/Gesture_13/U16_G13_V02.mp4,ego,right,B04,167,58.59
U16_G13_V03,U16,G13,videos/User_16/Gesture_13/U16_G13_V03.mp4,ego,right,B04,168,59.64
U16_G13_V04,U16,G13,videos/User_16/Gesture_13/U16_G13_V04.mp4,ego,right,B04,199,60
U16_G13_V05,U16,G13,videos/User_16/Gesture_13/U16_G13_V05.mp4,ego,right,B04,167,59.64
U16_G13_V06,U16,G13,videos/User_16/Gesture_13/U16_G13_V06.mp4,ego,right,B04,155,59.61
U16_G13_V07,U16,G13,videos/User_16/Gesture_13/U16_G13_V07.mp4,ego,right,B04,141,59.16
U16_G13_V08,U16,G13,videos/User_16/Gesture_13/U16_G13_V08.mp4,ego,right,B01,152,58.83
U16_G13_V09,U16,G13,videos/User_16/Gesture_13/U16_G13_V09.mp4,ego,right,B01,128,58.18
U16_G13_V10,U16,G13,videos/User_16/Gesture_13/U16_G13_V10.mp4,ego,right,B01,150,59.12
U16_G13_V11,U16,G13,videos/User_16/Gesture_13/U16_G13_V11.mp4,ego,right,B01,145,59.58
U16_G13_V12,U16,G13,videos/User_16/Gesture_13/U16_G13_V12.mp4,ego,right,B01,132,59.05
U16_G13_V13,U16,G13,videos/User_16/Gesture_13/U16_G13_V13.mp4,ego,right,B01,155,58.86
U16_G14_V01,U16,G14,videos/User_16/Gesture_14/U16_G14_V01.mp4,ego,right,B04,151,59.14
U16_G14_V02,U16,G14,videos/User_16/Gesture_14/U16_G14_V02.mp4,ego,right,B04,178,59.49
U16_G14_V03,U16,G14,videos/User_16/Gesture_14/U16_G14_V03.mp4,ego,right,B04,166,60
U16_G14_V04,U16,G14,videos/User_16/Gesture_14/U16_G14_V04.mp4,ego,right,B04,140,59.53
U16_G14_V05,U16,G14,videos/User_16/Gesture_14/U16_G14_V05.mp4,ego,right,B04,171,59.64
U16_G14_V06,U16,G14,videos/User_16/Gesture_14/U16_G14_V06.mp4,ego,right,B04,160,59.62
U16_G14_V07,U16,G14,videos/User_16/Gesture_14/U16_G14_V07.mp4,ego,right,B01,137,57.48
U16_G14_V08,U16,G14,videos/User_16/Gesture_14/U16_G14_V08.mp4,ego,right,B01,147,57.97
U16_G14_V09,U16,G14,videos/User_16/Gesture_14/U16_G14_V09.mp4,ego,right,B01,143,59.58
U16_G14_V10,U16,G14,videos/User_16/Gesture_14/U16_G14_V10.mp4,ego,right,B01,143,59.87
U16_G14_V11,U16,G14,videos/User_16/Gesture_14/U16_G14_V11.mp4,ego,right,B01,139,59.14
U16_G14_V12,U16,G14,videos/User_16/Gesture_14/U16_G14_V12.mp4,ego,right,B01,154,59.53
U16_G15_V01,U16,G15,videos/User_16/Gesture_15/U16_G15_V01.mp4,ego,right,B04,158,58.15
U16_G15_V02,U16,G15,videos/User_16/Gesture_15/U16_G15_V02.mp4,ego,right,B04,142,57.81
U16_G15_V03,U16,G15,videos/User_16/Gesture_15/U16_G15_V03.mp4,ego,right,B04,143,58.55
U16_G15_V04,U16,G15,videos/User_16/Gesture_15/U16_G15_V04.mp4,ego,right,B04,158,59.62
U16_G15_V05,U16,G15,videos/User_16/Gesture_15/U16_G15_V05.mp4,ego,right,B04,155,59.16
U16_G15_V06,U16,G15,videos/User_16/Gesture_15/U16_G15_V06.mp4,ego,right,B04,152,59.52
U16_G15_V07,U16,G15,videos/User_16/Gesture_15/U16_G15_V07.mp4,ego,right,B01,150,58.63
U16_G15_V08,U16,G15,videos/User_16/Gesture_15/U16_G15_V08.mp4,ego,right,B01,148,60
U16_G15_V09,U16,G15,videos/User_16/Gesture_15/U16_G15_V09.mp4,ego,right,B01,158,58.51
U16_G15_V10,U16,G15,videos/User_16/Gesture_15/U16_G15_V10.mp4,ego,right,B01,152,58.83
U16_G15_V11,U16,G15,videos/User_16/Gesture_15/U16_G15_V11.mp4,ego,right,B01,156,57.73
U16_G15_V12,U16,G15,videos/User_16/Gesture_15/U16_G15_V12.mp4,ego,right,B01,143,59.01
U16_G15_V13,U16,G15,videos/User_16/Gesture_15/U16_G15_V13.mp4,ego,right,B01,153,58.98
U16_G15_V14,U16,G15,videos/User_16/Gesture_15/U16_G15_V14.mp4,ego,right,B01,154,59.54
U16_G16_V01,U16,G16,videos/User_16/Gesture_16/U16_G16_V01.mp4,ego,right,B04,150,58.44
U16_G16_V02,U16,G16,videos/User_16/Gesture_16/U16_G16_V02.mp4,ego,right,B04,134,59.51
U16_G16_V03,U16,G16,videos/User_16/Gesture_16/U16_G16_V03.mp4,ego,right,B04,150,59.87
U16_G16_V04,U16,G16,videos/User_16/Gesture_16/U16_G16_V04.mp4,ego,right,B04,158,60
U16_G16_V05,U16,G16,videos/User_16/Gesture_16/U16_G16_V05.mp4,ego,right,B04,165,58.53
U16_G16_V06,U16,G16,videos/User_16/Gesture_16/U16_G16_V06.mp4,ego,right,B04,161,58.71
U16_G16_V07,U16,G16,videos/User_16/Gesture_16/U16_G16_V07.mp4,ego,right,B04,154,59.46
U16_G16_V08,U16,G16,videos/User_16/Gesture_16/U16_G16_V08.mp4,ego,right,B01,151,58.07
U16_G16_V09,U16,G16,videos/User_16/Gesture_16/U16_G16_V09.mp4,ego,right,B01,147,56.99
U16_G16_V10,U16,G16,videos/User_16/Gesture_16/U16_G16_V10.mp4,ego,right,B01,142,58.35
U16_G16_V11,U16,G16,videos/User_16/Gesture_16/U16_G16_V11.mp4,ego,right,B01,141,58.75
U16_G16_V12,U16,G16,videos/User_16/Gesture_16/U16_G16_V12.mp4,ego,right,B01,148,59.35
U16_G16_V13,U16,G16,videos/User_16/Gesture_16/U16_G16_V13.mp4,ego,right,B01,166,58.12
U16_G17_V01,U16,G17,videos/User_16/Gesture_17/U16_G17_V01.mp4,ego,right,B04,149,59.37
U16_G17_V02,U16,G17,videos/User_16/Gesture_17/U16_G17_V02.mp4,ego,right,B04,166,59.84
U16_G17_V03,U16,G17,videos/User_16/Gesture_17/U16_G17_V03.mp4,ego,right,B04,170,59.3
U16_G17_V04,U16,G17,videos/User_16/Gesture_17/U16_G17_V04.mp4,ego,right,B04,170,59.86
U16_G17_V05,U16,G17,videos/User_16/Gesture_17/U16_G17_V05.mp4,ego,right,B04,157,59.13
U16_G17_V06,U16,G17,videos/User_16/Gesture_17/U16_G17_V06.mp4,ego,right,B04,180,59.94
U16_G17_V07,U16,G17,videos/User_16/Gesture_17/U16_G17_V07.mp4,ego,right,B04,157,59.11
U16_G17_V08,U16,G17,videos/User_16/Gesture_17/U16_G17_V08.mp4,ego,right,B01,189,59.06
U16_G17_V09,U16,G17,videos/User_16/Gesture_17/U16_G17_V09.mp4,ego,right,B01,161,59.26
U16_G17_V10,U16,G17,videos/User_16/Gesture_17/U16_G17_V10.mp4,ego,right,B01,155,60
U16_G17_V11,U16,G17,videos/User_16/Gesture_17/U16_G17_V11.mp4,ego,right,B01,174,59.31
U16_G17_V12,U16,G17,videos/User_16/Gesture_17/U16_G17_V12.mp4,ego,right,B01,207,59.14
U16_G17_V13,U16,G17,videos/User_16/Gesture_17/U16_G17_V13.mp4,ego,right,B01,139,59.14
U16_G17_V14,U16,G17,videos/User_16/Gesture_17/U16_G17_V14.mp4,ego,right,B01,144,57.18
U16_G18_V01,U16,G18,videos/User_16/Gesture_18/U16_G18_V01.mp4,ego,dual,B04,150,59.51
U16_G18_V02,U16,G18,videos/User_16/Gesture_18/U16_G18_V02.mp4,ego,dual,B04,151,59.04
U16_G18_V03,U16,G18,videos/User_16/Gesture_18/U16_G18_V03.mp4,ego,dual,B04,147,59.41
U16_G18_V04,U16,G18,videos/User_16/Gesture_18/U16_G18_V04.mp4,ego,dual,B04,143,60
U16_G18_V05,U16,G18,videos/User_16/Gesture_18/U16_G18_V05.mp4,ego,dual,B04,151,59.52
U16_G18_V06,U16,G18,videos/User_16/Gesture_18/U16_G18_V06.mp4,ego,dual,B04,143,59.58
U16_G18_V07,U16,G18,videos/User_16/Gesture_18/U16_G18_V07.mp4,ego,dual,B04,153,60
U16_G18_V08,U16,G18,videos/User_16/Gesture_18/U16_G18_V08.mp4,ego,dual,B01,147,58.41
U16_G18_V09,U16,G18,videos/User_16/Gesture_18/U16_G18_V09.mp4,ego,dual,B01,132,55
U16_G18_V10,U16,G18,videos/User_16/Gesture_18/U16_G18_V10.mp4,ego,dual,B01,140,58.33
U16_G18_V11,U16,G18,videos/User_16/Gesture_18/U16_G18_V11.mp4,ego,dual,B01,146,58.4
U16_G18_V12,U16,G18,videos/User_16/Gesture_18/U16_G18_V12.mp4,ego,dual,B01,124,59.04
U16_G18_V13,U16,G18,videos/User_16/Gesture_18/U16_G18_V13.mp4,ego,dual,B01,149,59.47
U16_G18_V14,U16,G18,videos/User_16/Gesture_18/U16_G18_V14.mp4,ego,dual,B01,151,59.09
U16_G19_V01,U16,G19,videos/User_16/Gesture_19/U16_G19_V01.mp4,ego,dual,B04,172,58.97
U16_G19_V02,U16,G19,videos/User_16/Gesture_19/U16_G19_V02.mp4,ego,dual,B04,146,59.93
U16_G19_V03,U16,G19,videos/User_16/Gesture_19/U16_G19_V03.mp4,ego,dual,B04,157,58.13
U16_G19_V04,U16,G19,videos/User_16/Gesture_19/U16_G19_V04.mp4,ego,dual,B04,144,57.97
U16_G19_V05,U16,G19,videos/User_16/Gesture_19/U16_G19_V05.mp4,ego,dual,B04,159,59.02
U16_G19_V06,U16,G19,videos/User_16/Gesture_19/U16_G19_V06.mp4,ego,dual,B04,155,59.23
U16_G19_V07,U16,G19,videos/User_16/Gesture_19/U16_G19_V07.mp4,ego,dual,B01,155,59.23
U16_G19_V08,U16,G19,videos/User_16/Gesture_19/U16_G19_V08.mp4,ego,dual,B01,156,59.24
U16_G19_V09,U16,G19,videos/User_16/Gesture_19/U16_G19_V09.mp4,ego,dual,B01,154,59.75
U16_G19_V10,U16,G19,videos/User_16/Gesture_19/U16_G19_V10.mp4,ego,dual,B01,154,59.86
U16_G19_V11,U16,G19,videos/User_16/Gesture_19/U16_G19_V11.mp4,ego,dual,B01,151,59.21
U16_G19_V12,U16,G19,videos/User_16/Gesture_19/U16_G19_V12.mp4,ego,dual,B01,151,59.57
U16_G20_V01,U16,G20,videos/User_16/Gesture_20/U16_G20_V01.mp4,ego,dual,B04,179,59.56
U16_G20_V02,U16,G20,videos/User_16/Gesture_20/U16_G20_V02.mp4,ego,dual,B04,183,60
U16_G20_V03,U16,G20,videos/User_16/Gesture_20/U16_G20_V03.mp4,ego,dual,B04,179,59.66
U16_G20_V04,U16,G20,videos/User_16/Gesture_20/U16_G20_V04.mp4,ego,dual,B04,189,59.89
U16_G20_V05,U16,G20,videos/User_16/Gesture_20/U16_G20_V05.mp4,ego,dual,B04,157,59.98
U16_G20_V06,U16,G20,videos/User_16/Gesture_20/U16_G20_V06.mp4,ego,dual,B04,152,59.22
U16_G20_V07,U16,G20,videos/User_16/Gesture_20/U16_G20_V07.mp4,ego,dual,B01,152,58.46
U16_G20_V08,U16,G20,videos/User_16/Gesture_20/U16_G20_V08.mp4,ego,dual,B01,164,59.27
U16_G20_V09,U16,G20,videos/User_16/Gesture_20/U16_G20_V09.mp4,ego,dual,B01,157,58.5
U16_G20_V10,U16,G20,videos/User_16/Gesture_20/U16_G20_V10.mp4,ego,dual,B01,172,58.97
U16_G20_V11,U16,G20,videos/User_16/Gesture_20/U16_G20_V11.mp4,ego,dual,B01,158,59.21
U16_G20_V12,U16,G20,videos/User_16/Gesture_20/U16_G20_V12.mp4,ego,dual,B01,168,59.61
U17_G01_V01,U17,G01,videos/User_17/Gesture_01/U17_G01_V01.mp4,allo,right,B03,167,59.78
U17_G01_V02,U17,G01,videos/User_17/Gesture_01/U17_G01_V02.mp4,allo,right,B03,148,58.44
U17_G01_V03,U17,G01,videos/User_17/Gesture_01/U17_G01_V03.mp4,allo,right,B03,155,58.28
U17_G01_V04,U17,G01,videos/User_17/Gesture_01/U17_G01_V04.mp4,allo,right,B03,156,58.41
U17_G01_V05,U17,G01,videos/User_17/Gesture_01/U17_G01_V05.mp4,allo,right,B03,152,58.29
U17_G01_V06,U17,G01,videos/User_17/Gesture_01/U17_G01_V06.mp4,allo,right,B03,172,59.22
U17_G01_V07,U17,G01,videos/User_17/Gesture_01/U17_G01_V07.mp4,allo,right,B16,133,58.4
U17_G01_V08,U17,G01,videos/User_17/Gesture_01/U17_G01_V08.mp4,allo,right,B16,149,58.13
U17_G01_V09,U17,G01,videos/User_17/Gesture_01/U17_G01_V09.mp4,allo,right,B16,139,58.23
U17_G01_V10,U17,G01,videos/User_17/Gesture_01/U17_G01_V10.mp4,allo,right,B16,130,58.17
U17_G01_V11,U17,G01,videos/User_17/Gesture_01/U17_G01_V11.mp4,allo,right,B16,161,58.54
U17_G01_V12,U17,G01,videos/User_17/Gesture_01/U17_G01_V12.mp4,allo,right,B16,150,58.44
U17_G01_V13,U17,G01,videos/User_17/Gesture_01/U17_G01_V13.mp4,allo,right,B16,154,58.51
U17_G01_V14,U17,G01,videos/User_17/Gesture_01/U17_G01_V14.mp4,allo,right,B16,153,58.43
U17_G02_V01,U17,G02,videos/User_17/Gesture_02/U17_G02_V01.mp4,allo,right,B03,137,58.13
U17_G02_V02,U17,G02,videos/User_17/Gesture_02/U17_G02_V02.mp4,allo,right,B03,159,58.34
U17_G02_V03,U17,G02,videos/User_17/Gesture_02/U17_G02_V03.mp4,allo,right,B03,143,58.47
U17_G02_V04,U17,G02,videos/User_17/Gesture_02/U17_G02_V04.mp4,allo,right,B03,151,58.47
U17_G02_V05,U17,G02,videos/User_17/Gesture_02/U17_G02_V05.mp4,allo,right,B03,168,58.99
U17_G02_V06,U17,G02,videos/User_17/Gesture_02/U17_G02_V06.mp4,allo,right,B03,158,58.41
U17_G02_V07,U17,G02,videos/User_17/Gesture_02/U17_G02_V07.mp4,allo,right,B16,148,58.69
U17_G02_V08,U17,G02,videos/User_17/Gesture_02/U17_G02_V08.mp4,allo,right,B16,153,58.58
U17_G02_V09,U17,G02,videos/User_17/Gesture_02/U17_G02_V09.mp4,allo,right,B16,151,58.46
U17_G02_V10,U17,G02,videos/User_17/Gesture_02/U17_G02_V10.mp4,allo,right,B16,148,58.14
U17_G02_V11,U17,G02,videos/User_17/Gesture_02/U17_G02_V11.mp4,allo,right,B16,152,58.42
U17_G02_V12,U17,G02,videos/User_17/Gesture_02/U17_G02_V12.mp4,allo,right,B16,149,58.34
U17_G03_V01,U17,G03,videos/User_17/Gesture_03/U17_G03_V01.mp4,allo,right,B03,160,58.98
U17_G03_V02,U17,G03,videos/User_17/Gesture_03/U17_G03_V02.mp4,allo,right,B03,148,58.39
U17_G03_V03,U17,G03,videos/User_17/Gesture_03/U17_G03_V03.mp4,allo,right,B03,149,58.17
U17_G03_V04,U17,G03,videos/User_17/Gesture_03/U17_G03_V04.mp4,allo,right,B03,163,58.67
U17_G03_V05,U17,G03,videos/User_17/Gesture_03/U17_G03_V05.mp4,allo,right,B03,148,58.64
U17_G03_V06,U17,G03,videos/User_17/Gesture_03/U17_G03_V06.mp4,allo,right,B03,171,58.74
U17_G03_V07,U17,G03,videos/User_17/Gesture_03/U17_G03_V07.mp4,allo,right,B16,142,58.57
U17_G03_V08,U17,G03,videos/User_17/Gesture_03/U17_G03_V08.mp4,allo,right,B16,178,58.48
U17_G03_V09,U17,G03,videos/User_17/Gesture_03/U17_G03_V09.mp4,allo,right,B16,145,58.38
U17_G03_V10,U17,G03,videos/User_17/Gesture_03/U17_G03_V10.mp4,allo,right,B16,145,58.59
U17_G03_V11,U17,G03,videos/User_17/Gesture_03/U17_G03_V11.mp4,allo,right,B16,142,58.66
U17_G03_V12,U17,G03,videos/User_17/Gesture_03/U17_G03_V12.mp4,allo,right,B16,156,58.52
U17_G04_V01,U17,G04,videos/User_17/Gesture_04/U17_G04_V01.mp4,allo,right,B03,200,58.92
U17_G04_V02,U17,G04,videos/User_17/Gesture_04/U17_G04_V02.mp4,allo,right,B03,137,58.31
U17_G04_V03,U17,G04,videos/User_17/Gesture_04/U17_G04_V03.mp4,allo,right,B03,132,58.38
U17_G04_V04,U17,G04,videos/User_17/Gesture_04/U17_G04_V04.mp4,allo,right,B03,139,58.21
U17_G04_V05,U17,G04,videos/User_17/Gesture_04/U17_G04_V05.mp4,allo,right,B03,151,58.56
U17_G04_V06,U17,G04,videos/User_17/Gesture_04/U17_G04_V06.mp4,allo,right,B03,96,57.97
U17_G04_V07,U17,G04,videos/User_17/Gesture_04/U17_G04_V07.mp4,allo,right,B03,189,58.59
U17_G04_V08,U17,G04,videos/User_17/Gesture_04/U17_G04_V08.mp4,allo,right,B16,163,58.83
U17_G04_V09,U17,G04,videos/User_17/Gesture_04/U17_G04_V09.mp4,allo,right,B16,151,58.54
U17_G04_V10,U17,G04,videos/User_17/Gesture_04/U17_G04_V10.mp4,allo,right,B16,170,58.53
U17_G04_V11,U17,G04,videos/User_17/Gesture_04/U17_G04_V11.mp4,allo,right,B16,165,58.29
U17_G04_V12,U17,G04,videos/User_17/Gesture_04/U17_G04_V12.mp4,allo,right,B16,152,58.39
U17_G04_V13,U17,G04,videos/User_17/Gesture_04/U17_G04_V13.mp4,allo,right,B16,153,58.21
U17_G05_V01,U17,G05,videos/User_17/Gesture_05/U17_G05_V01.mp4,allo,right,B03,156,58.37
U17_G05_V02,U17,G05,videos/User_17/Gesture_05/U17_G05_V02.mp4,allo,right,B03,146,58.16
U17_G05_V03,U17,G05,videos/User_17/Gesture_05/U17_G05_V03.mp4,allo,right,B03,160,58.52
U17_G05_V04,U17,G05,videos/User_17/Gesture_05/U17_G05_V04.mp4,allo,right,B03,156,58.85
U17_G05_V05,U17,G05,videos/User_17/Gesture_05/U17_G05_V05.mp4,allo,right,B03,153,58.38
U17_G05_V06,U17,G05,videos/User_17/Gesture_05/U17_G05_V06.mp4,allo,right,B03,160,58.61
U17_G05_V07,U17,G05,videos/User_17/Gesture_05/U17_G05_V07.mp4,allo,right,B16,155,58.79
U17_G05_V08,U17,G05,videos/User_17/Gesture_05/U17_G05_V08.mp4,allo,right,B16,148,58.45
U17_G05_V09,U17,G05,videos/User_17/Gesture_05/U17_G05_V09.mp4,allo,right,B16,156,58.6
U17_G05_V10,U17,G05,videos/User_17/Gesture_05/U17_G05_V10.mp4,allo,right,B16,154,58.48
U17_G05_V11,U17,G05,videos/User_17/Gesture_05/U17_G05_V11.mp4,allo,right,B16,151,58.38
U17_G05_V12,U17,G05,videos/User_17/Gesture_05/U17_G05_V12.mp4,allo,right,B16,160,58.51
U17_G06_V01,U17,G06,videos/User_17/Gesture_06/U17_G06_V01.mp4,allo,dual,B03,168,58.74
U17_G06_V02,U17,G06,videos/User_17/Gesture_06/U17_G06_V02.mp4,allo,dual,B03,165,58.58
U17_G06_V03,U17,G06,videos/User_17/Gesture_06/U17_G06_V03.mp4,allo,dual,B03,156,58.5
U17_G06_V04,U17,G06,videos/User_17/Gesture_06/U17_G06_V04.mp4,allo,dual,B03,153,58.43
U17_G06_V05,U17,G06,videos/User_17/Gesture_06/U17_G06_V05.mp4,allo,dual,B03,153,58.47
U17_G06_V06,U17,G06,videos/User_17/Gesture_06/U17_G06_V06.mp4,allo,dual,B03,151,58.47
U17_G06_V07,U17,G06,videos/User_17/Gesture_06/U17_G06_V07.mp4,allo,dual,B03,156,58.32
U17_G06_V08,U17,G06,videos/User_17/Gesture_06/U17_G06_V08.mp4,allo,dual,B16,161,58.71
U17_G06_V09,U17,G06,videos/User_17/Gesture_06/U17_G06_V09.mp4,allo,dual,B16,154,58.7
U17_G06_V10,U17,G06,videos/User_17/Gesture_06/U17_G06_V10.mp4,allo,dual,B16,147,58.59
U17_G06_V11,U17,G06,videos/User_17/Gesture_06/U17_G06_V11.mp4,allo,dual,B16,162,58.94
U17_G06_V12,U17,G06,videos/User_17/Gesture_06/U17_G06_V12.mp4,allo,dual,B16,157,58.45
U17_G06_V13,U17,G06,videos/User_17/Gesture_06/U17_G06_V13.mp4,allo,dual,B16,146,57.68
U17_G07_V01,U17,G07,videos/User_17/Gesture_07/U17_G07_V01.mp4,allo,dual,B03,153,58.77
U17_G07_V02,U17,G07,videos/User_17/Gesture_07/U17_G07_V02.mp4,allo,dual,B03,153,58.02
U17_G07_V03,U17,G07,videos/User_17/Gesture_07/U17_G07_V03.mp4,allo,dual,B03,149,58.85
U17_G07_V04,U17,G07,videos/User_17/Gesture_07/U17_G07_V04.mp4,allo,dual,B03,158,58.22
U17_G07_V05,U17,G07,videos/User_17/Gesture_07/U17_G07_V05.mp4,allo,dual,B03,153,58.44
U17_G07_V06,U17,G07,videos/User_17/Gesture_07/U17_G07_V06.mp4,allo,dual,B03,147,58.62
U17_G07_V07,U17,G07,videos/User_17/Gesture_07/U17_G07_V07.mp4,allo,dual,B03,147,58.3
U17_G07_V08,U17,G07,videos/User_17/Gesture_07/U17_G07_V08.mp4,allo,dual,B16,149,58.4
U17_G07_V09,U17,G07,videos/User_17/Gesture_07/U17_G07_V09.mp4,allo,dual,B16,163,58.7
U17_G07_V10,U17,G07,videos/User_17/Gesture_07/U17_G07_V10.mp4,allo,dual,B16,147,58.35
U17_G07_V11,U17,G07,videos/User_17/Gesture_07/U17_G07_V11.mp4,allo,dual,B16,167,58.32
U17_G07_V12,U17,G07,videos/User_17/Gesture_07/U17_G07_V12.mp4,allo,dual,B16,157,59.18
U17_G07_V13,U17,G07,videos/User_17/Gesture_07/U17_G07_V13.mp4,allo,dual,B16,150,57.04
U17_G08_V01,U17,G08,videos/User_17/Gesture_08/U17_G08_V01.mp4,allo,right,B03,162,58.7
U17_G08_V02,U17,G08,videos/User_17/Gesture_08/U17_G08_V02.mp4,allo,right,B03,145,57.88
U17_G08_V03,U17,G08,videos/User_17/Gesture_08/U17_G08_V03.mp4,allo,right,B03,154,58.4
U17_G08_V04,U17,G08,videos/User_17/Gesture_08/U17_G08_V04.mp4,allo,right,B03,159,58.65
U17_G08_V05,U17,G08,videos/User_17/Gesture_08/U17_G08_V05.mp4,allo,right,B03,161,58.64
U17_G08_V06,U17,G08,videos/User_17/Gesture_08/U17_G08_V06.mp4,allo,right,B03,155,58.65
U17_G08_V07,U17,G08,videos/User_17/Gesture_08/U17_G08_V07.mp4,allo,right,B16,139,58.29
U17_G08_V08,U17,G08,videos/User_17/Gesture_08/U17_G08_V08.mp4,allo,right,B16,155,58.54
U17_G08_V09,U17,G08,videos/User_17/Gesture_08/U17_G08_V09.mp4,allo,right,B16,161,58.66
U17_G08_V10,U17,G08,videos/User_17/Gesture_08/U17_G08_V10.mp4,allo,right,B16,168,58.23
U17_G08_V11,U17,G08,videos/User_17/Gesture_08/U17_G08_V11.mp4,allo,right,B16,164,58.53
U17_G08_V12,U17,G08,videos/User_17/Gesture_08/U17_G08_V12.mp4,allo,right,B16,150,58.27
U17_G08_V13,U17,G08,videos/User_17/Gesture_08/U17_G08_V13.mp4,allo,right,B16,156,57.86
U17_G08_V14,U17,G08,videos/User_17/Gesture_08/U17_G08_V14.mp4,allo,right,B16,152,57.8
U17_G08_V15,U17,G08,videos/User_17/Gesture_08/U17_G08_V15.mp4,allo,right,B16,157,58.66
U17_G09_V01,U17,G09,videos/User_17/Gesture_09/U17_G09_V01.mp4,allo,right,B03,166,58.76
U17_G09_V02,U17,G09,videos/User_17/Gesture_09/U17_G09_V02.mp4,allo,right,B03,151,58.3
U17_G09_V03,U17,G09,videos/User_17/Gesture_09/U17_G09_V03.mp4,allo,right,B03,155,57.78
U17_G09_V04,U17,G09,videos/User_17/Gesture_09/U17_G09_V04.mp4,allo,right,B03,169,57.99
